text,label
"isabel had 204 dollars before buying the toy. we don't need to do any more multiplication, do we?",focus
"hi cody, can you tell me how you got your answer?",generic
what was the total number of points the seahawks scored?,focus
"hi winne, can you tell me how you got your answer?",generic
"okay, but didn't the store have cats too?",focus
"hi jia, can you tell me how you got your answer?",generic
"you said that you multiplied 10x 7 to get the total number of flies betty can catch in a week, but that's not what we need to find out-we need to figure out how many flies betty still needs to catch if the frog eats 2 flies per day",focus
"hi ayisha, can you tell me how you got your answer?",generic
"i don't think we need to use variables, since we actually have numbers we can use and figure out, from the problem",focus
"hi steven, can you tell me how you got your answer?",generic
but how much does the question say that the venue costs?,focus
"hi rishi, can you tell me how you got your answer?",generic
"if john runs at 6 mph with his dog, and runs for half an hour with the dog, how far does he get?",focus
"hi alejandra, could you please outline your approach to this solution?",generic
"i see. but we're dealing with individual pies here, rather than slices. if you had a birthday cake, and lots of guests at your party, you couldn't just keep producing slices of cake. can you think of another way to figure out how everyone gets a piece?",probing
"hi scott, can you walk me through your solution to this problem?",generic
"ok, can you tell me how many weeks there are in a semester before mid-terms?",probing
"hi deandre, could you please explain your approach to this problem?",generic
"great, so first you noted the number of students from home, what was your next step?",focus
"hi ayisha, good work! can you walk me through how you solved this problem?",generic
can you show me again how you calculated the number of customers after the family?,focus
hi jia! good work -- this was a tricky problem. can you tell me about your strategy?,generic
"good strategy, but you're not quite there. let's take a step back. what is 3 more than 8?",probing
"hi claire, can you walk me through your approach to this problem?",generic
"when you look through your solution, do all the units of your numbers look correct?",probing
